series,horizon,error
United States,30,0.4059223213061127
United States,30,0.3754889463677671
United States,30,0.10466519420955578
United States,30,0.25428892083810695
United States,30,-0.027821088341466904
United States,30,-0.47413692572023436
United States,30,-0.36285506467067563
United States,30,-0.3060753499330726
United States,30,-0.30629739739138806
United States,30,-0.3203810825931175
United States,30,-0.10979931218837802
United States,90,0.9879418249721432
United States,90,0.8371002841689315
United States,90,0.9923556187680216
United States,90,0.7088745834753674
United States,90,0.32639687150859764
United States,90,0.34864466443872466
United States,90,0.26708377662496474
United States,90,0.4399689162351592
United States,90,0.3426381991706524
United States,90,0.3360196168033909
United States,90,0.03843780581548373
United States,90,-0.02754581443855919
United States,90,-0.09584396430819275
United States,90,-0.09318222184261415
United States,90,-0.25012886293439784
United States,90,-0.0008476480623507143
United States,90,-0.3046090471870908
United States,90,-0.6139710441836534
United States,90,-0.5178972510813722
United States,90,-0.5023988138523041
United States,90,-0.38678005803398996
United States,90,-0.38455542088767736
United States,90,-0.5030745311725546
United States,90,-0.5748965556953607
United States,90,-0.725830924494165
United States,90,-0.35791821731855755
United States,90,-0.2799435655461924
United States,90,-0.14356795855354854
United States,90,0.05585022053818456
United States,90,0.18970265307798329
United States,90,0.10480352595632958
United States,90,-0.08463190909315443
United States,90,0.13002301080504353
United States,90,0.3512568072835638
United States,90,0.36922686573122654
United States,90,0.2808536040001268
United States,90,0.6301649086375001
United States,90,0.2768514804906683
United States,90,-0.02188055820086099
United States,90,0.33557142278055885
United States,90,0.1645300799366911
United States,90,0.17772598326064148
United States,90,0.3442855661685531
United States,90,0.4899867183725366
United States,90,-0.004253660583573904
United States,90,-0.33057107254507834
United States,90,-0.2872909199076954
United States,90,-0.16959760840870786
United States,90,-0.24581392460950546
United States,90,-0.18835670642061508
United States,90,-0.0034039586009448897
United States,90,-0.282312719520311
United States,90,-0.5797029548752661
United States,90,-0.25647948128305664
United States,90,-0.24038262727162518
United States,90,-0.21215157578579813
United States,90,-0.10637152965011154
United States,90,0.29895539929249004
United States,90,-0.18892789802632493
United States,90,-0.24555750087648143
United States,90,0.2877671736568317
United States,90,0.30344640156281955
United States,90,0.22140620402294608
United States,90,0.21821692446357055
United States,90,0.31746611773931654
United States,90,-0.0016550745166199476
United States,90,-0.4324672599119985
United States,90,0.006109815214525582
United States,90,0.11891027543725485
United States,90,0.2582360900997589
United States,90,0.23286652088701132
United States,90,0.3683296775411904
United States,90,0.00539983168399516
United States,90,-0.5380908004532046
United States,90,1.0626451231077674
United States,90,0.1434806989618096
United States,90,0.1554608495336165
United States,90,0.23344514427104635
United States,90,0.3916067783811439
United States,90,0.09894952986830496
United States,90,-0.5188045351776402
